,School_ID,NAME_OF_SCHOOL,ZIP_Code,"Elementary, Middle, or High School",HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE,Environment_Icon,Environment_Score,Instruction_Icon,Instruction_Score,Leaders_Icon,Leaders_Score,Teachers_Icon,Teachers_Score,Parent_Engagement_Icon,Parent_Engagement_Score,AVERAGE_STUDENT_ATTENDANCE,Rate_of_Misconducts__per_100_students_,Average_Teacher_Attendance,Graduation_Rate__,College_Enrollment_Rate__,COMMUNITY_AREA_NUMBER_S,COMMUNITY_AREA_NAME,CA,PERCENT_OF_HOUSING_CROWDED,PERCENT_HOUSEHOLDS_BELOW_POVERTY,PERCENT_AGED_16__UNEMPLOYED,PERCENT_AGED_25__WITHOUT_HIGH_SCHOOL_DIPLOMA,PERCENT_AGED_UNDER_18_OR_OVER_64,PER_CAPITA_INCOME,HARDSHIP_INDEX,ARRESTED_CASES,COMMUNITY_AREA_NUMBER
0,609859,DeWitt Clinton Elementary School,60659,ES,No,Average,47.0,Average,47.0,Average,52.0,Weak,41,Weak,36,NDA,NDA,95.30%,14.8,95.40%,NDA,NDA,2,WEST RIDGE,2,7.8,17.2,8.8,20.8,38.5,23040,46,2.0,2
1,610038,Abraham Lincoln Elementary School,60614,ES,Yes,Very Strong,99.0,Strong,74.0,Strong,66.0,Weak,65,Strong,70,Strong,56,96.00%,2.0,96.40%,NDA,NDA,7,LINCOLN PARK,7,0.8,12.3,5.1,3.6,21.5,71551,2,3.0,7
2,610281,Adam Clayton Powell Paideia Community Academy Elementary School,60649,ES,No,Average,54.0,Strong,74.0,Very Strong,84.0,Weak,63,Strong,76,Weak,46,95.60%,15.7,95.30%,NDA,NDA,43,SOUTH SHORE,43,2.8,31.1,20.0,14.0,35.7,19398,55,2.0,43
3,610185,Adlai E Stevenson Elementary School,60652,ES,No,Strong,61.0,Average,50.0,Weak,36.0,Weak,NDA,NDA,NDA,Average,47,95.70%,2.3,94.70%,NDA,NDA,70,ASHBURN,70,4.0,10.4,11.7,17.7,36.9,23482,37,4.0,70
4,609993,Agustin Lara Elementary Academy,60609,ES,No,Average,56.0,Average,45.0,Weak,37.0,Weak,65,Average,48,Average,53,95.50%,10.4,95.80%,NDA,NDA,61,NEW CITY,61,11.9,29.0,23.0,41.5,38.9,12765,91,4.0,61
5,610212,Albany Park Multicultural Academy,60625,MS,No,Strong,66.0,Strong,66.0,Strong,71.0,Weak,43,Average,50,Weak,46,97.00%,2.3,96.90%,NDA,NDA,14,ALBANY PARK,14,11.3,19.2,10.0,32.9,32.0,21323,53,1.0,14
6,609720,Albert G Lane Technical High School,60618,HS,No,Very Strong,88.0,Strong,62.0,Average,52.0,Weak,NDA,NDA,NDA,NDA,NDA,96.30%,2.1,96.20%,92.2,79.8,5,NORTH CENTER,5,0.3,7.5,5.2,4.5,26.2,57123,6,2.0,5
7,610342,Albert R Sabin Elementary Magnet School,60622,ES,No,Strong,67.0,Weak,30.0,Very Weak,18.0,Weak,NDA,NDA,NDA,NDA,NDA,94.70%,28.1,95.00%,NDA,NDA,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
8,610524,Alcott High School for the Humanities,60618,HS,No,Strong,70.0,Strong,67.0,Average,51.0,Weak,NDA,NDA,NDA,Strong,57,92.70%,7.1,96.90%,NDA,NDA,5,NORTH CENTER,5,0.3,7.5,5.2,4.5,26.2,57123,6,2.0,5
9,610209,Alessandro Volta Elementary School,60625,ES,No,Average,43.0,Weak,28.0,Weak,37.0,Weak,62,Average,56,Average,51,96.40%,22.5,95.90%,NDA,NDA,14,ALBANY PARK,14,11.3,19.2,10.0,32.9,32.0,21323,53,1.0,14
10,609799,Alexander Graham Bell Elementary School,60618,ES,No,Very Strong,99.0,Strong,64.0,Average,46.0,Weak,51,Average,51,NDA,NDA,96.30%,6.3,95.90%,NDA,NDA,5,NORTH CENTER,5,0.3,7.5,5.2,4.5,26.2,57123,6,2.0,5
11,609947,Alexander Graham Elementary School,60609,ES,No,Average,49.0,Weak,31.0,Weak,33.0,Weak,30,Average,41,Average,48,92.50%,27.4,95.00%,NDA,NDA,61,NEW CITY,61,11.9,29.0,23.0,41.5,38.9,12765,91,4.0,61
12,609963,Alexander Hamilton Elementary School,60657,ES,No,Strong,73.0,Strong,60.0,Average,59.0,Weak,59,Average,48,Strong,57,95.30%,12.5,97.40%,NDA,NDA,6,LAKE VIEW,6,1.1,11.4,4.7,2.6,17.0,60058,5,3.0,6
13,610210,Alexander von Humboldt Elementary School,60622,ES,No,Weak,31.0,Weak,32.0,Average,45.0,Weak,NDA,NDA,NDA,Weak,43,92.50%,185.5,96.00%,NDA,NDA,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
14,609808,Alex Haley Elementary Academy,60628,ES,No,Weak,28.0,Average,58.0,Strong,60.0,Weak,NDA,NDA,NDA,Average,47,94.90%,2.9,94.70%,NDA,NDA,49,ROSELAND,49,2.5,19.8,20.3,16.9,41.2,17949,52,2.0,49
15,610028,Alfred David Kohn Elementary School,60628,ES,No,Very Weak,19.0,Weak,22.0,Very Weak,13.0,Weak,21,Very Weak,19,Average,47,90.10%,31.2,94.20%,NDA,NDA,49,ROSELAND,49,2.5,19.8,20.3,16.9,41.2,17949,52,2.0,49
16,610098,Alfred Nobel Elementary School,60651,ES,No,Weak,37.0,Weak,37.0,Weak,35.0,Weak,48,Weak,36,Average,48,94.60%,24.8,95.20%,NDA,NDA,23,HUMBOLDT PARK,23,14.8,33.9,17.3,35.4,38.0,13781,85,7.0,23
17,610334,Al Raby High School,60624,HS,No,Average,52.0,Average,51.0,Average,53.0,Weak,NDA,NDA,NDA,NDA,NDA,80.30%,14.0,95.10%,72.2,64.2,27,EAST GARFIELD PARK,27,8.2,42.4,19.6,21.3,43.2,12961,83,3.0,27
18,610131,Ambrose Plamondon Elementary School,60608,ES,No,Average,45.0,Weak,32.0,Weak,28.0,Weak,NDA,NDA,NDA,Weak,45,96.90%,0.6,96.60%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
19,610316,Amelia Earhart Options for Knowledge Elementary School,60617,ES,No,Very Strong,81.0,Strong,60.0,Strong,73.0,Weak,34,Average,54,NDA,NDA,96.30%,33.4,95.40%,NDA,NDA,48,CALUMET HEIGHTS,48,2.1,11.5,20.0,11.0,44.0,28887,38,2.0,48
20,609780,Ames Middle School,60647,MS,No,Weak,38.0,Weak,27.0,Weak,35.0,Weak,26,Weak,26,Average,50,94.30%,5.3,96.00%,NDA,NDA,22,LOGAN SQUARE,22,3.2,16.8,8.2,14.8,26.2,31908,23,2.0,22
21,610339,Amos Alonzo Stagg Elementary School,60621,ES,No,Weak,23.0,Weak,35.0,Average,42.0,Weak,25,Average,42,Weak,44,91.40%,34.3,95.50%,NDA,NDA,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
22,610320,Ana Roque de Duprey Elementary School,60622,ES,Yes,Average,57.0,Very Weak,12.0,Very Weak,14.0,Weak,NDA,NDA,NDA,Average,53,95.40%,77.5,95.60%,NDA,NDA,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
23,609837,Andrew Carnegie Elementary School,60637,ES,No,Average,48.0,Weak,37.0,Strong,63.0,Weak,42,Weak,31,Average,49,94.60%,6.2,94.40%,NDA,NDA,42,WOODLAWN,42,2.9,30.7,23.4,16.5,36.1,18672,58,4.0,42
24,610060,Andrew Jackson Elementary Language Academy,60607,ES,No,Very Strong,86.0,Average,57.0,Average,46.0,Weak,NDA,NDA,NDA,NDA,NDA,97.40%,0.7,96.10%,NDA,NDA,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
25,609869,Anna R. Langford Community Academy,60636,ES,No,Weak,31.0,Average,54.0,Weak,32.0,Weak,49,Average,50,Average,53,91.80%,29.0,95.40%,NDA,NDA,67,WEST ENGLEWOOD,67,4.8,34.4,35.9,26.3,40.7,11317,89,3.0,67
26,610229,A.N. Pritzker School,60622,ES,No,Average,59.0,Average,58.0,Strong,61.0,Weak,NDA,NDA,NDA,NDA,NDA,94.60%,36.5,95.60%,NDA,NDA,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
27,610277,Anthony Overton Elementary School,60615,ES,No,Weak,32.0,Strong,64.0,Strong,76.0,Weak,NDA,NDA,NDA,Average,52,90.50%,24.9,94.90%,NDA,NDA,38,GRAND BOULEVARD,38,3.3,29.3,24.3,15.9,39.5,23472,57,2.0,38
28,610161,Arna Wendell Bontemps Elementary School,60636,ES,No,Weak,33.0,Average,48.0,Average,59.0,Weak,NDA,NDA,NDA,Average,53,94.20%,31.2,95.80%,NDA,NDA,67,WEST ENGLEWOOD,67,4.8,34.4,35.9,26.3,40.7,11317,89,3.0,67
29,610171,Arnold Mireles Elementary Academy,60617,ES,No,Weak,27.0,Average,43.0,Average,54.0,Weak,NDA,NDA,NDA,Average,48,92.80%,11.8,95.20%,NDA,NDA,46,SOUTH CHICAGO,46,4.7,29.8,19.7,26.6,41.1,16579,75,3.0,46
30,610037,Arthur A Libby Elementary School,60609,ES,No,Weak,36.0,Strong,60.0,Strong,60.0,Weak,NDA,NDA,NDA,Average,48,90.80%,21.6,95.10%,NDA,NDA,61,NEW CITY,61,11.9,29.0,23.0,41.5,38.9,12765,91,4.0,61
31,609887,Arthur Dixon Elementary School,60619,ES,No,Average,47.0,Average,47.0,Average,52.0,Weak,NDA,NDA,NDA,NDA,NDA,94.80%,32.2,95.60%,NDA,NDA,44,CHATHAM,44,3.3,27.8,24.0,14.5,40.3,18881,60,1.0,44
32,610268,Arthur R Ashe Elementary School,60619,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Weak,39,87.90%,41.6,93.40%,NDA,NDA,44,CHATHAM,44,3.3,27.8,24.0,14.5,40.3,18881,60,1.0,44
33,609941,Asa Philip Randolph Elementary School,60636,ES,No,Very Weak,15.0,Average,41.0,Average,48.0,Weak,NDA,NDA,NDA,Weak,45,92.10%,43.5,95.30%,NDA,NDA,67,WEST ENGLEWOOD,67,4.8,34.4,35.9,26.3,40.7,11317,89,3.0,67
34,610287,Ashburn Community Elementary School,60652,ES,No,Average,48.0,Average,52.0,Average,40.0,Weak,68,Strong,70,Average,51,95.50%,28.5,97.10%,NDA,NDA,70,ASHBURN,70,4.0,10.4,11.7,17.7,36.9,23482,37,4.0,70
35,609820,Augustus H Burley Elementary School,60657,ES,No,Very Strong,99.0,Strong,78.0,Strong,65.0,Weak,NDA,NDA,NDA,Strong,59,96.50%,0.7,95.00%,NDA,NDA,6,LAKE VIEW,6,1.1,11.4,4.7,2.6,17.0,60058,5,3.0,6
36,400018,Austin Business and Entrepreneurship Academy High School,60644,HS,No,Weak,38.0,Average,41.0,Weak,33.0,Weak,NDA,NDA,NDA,NDA,NDA,76.00%,12.4,0.00%,65.6,51.3,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
37,610169,Austin O Sexton Elementary School,60637,ES,No,Weak,23.0,Weak,38.0,Weak,34.0,Weak,NDA,NDA,NDA,Weak,46,90.50%,8.6,94.10%,NDA,NDA,42,WOODLAWN,42,2.9,30.7,23.4,16.5,36.1,18672,58,4.0,42
38,610501,Austin Polytechnical Academy High School,60644,HS,No,Weak,38.0,Average,45.0,Average,53.0,Weak,NDA,NDA,NDA,NDA,NDA,70.10%,21.5,95.20%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
39,609922,Belmont-Cragin Elementary School,60639,ES,No,Strong,75.0,Strong,67.0,Strong,66.0,Weak,45,Average,53,Strong,55,95.30%,1.3,96.80%,NDA,NDA,19,BELMONT CRAGIN,19,10.8,18.7,14.6,37.3,37.3,15461,70,1.0,19
40,609764,Benito Juarez Community Academy High School,60608,HS,No,Average,46.0,Average,44.0,Average,45.0,Weak,49,Average,48,NDA,NDA,83.70%,17.2,95.80%,56.2,48.8,31,LOWER WEST SIDE,31,9.6,25.8,15.8,40.7,32.6,16444,76,3.0,31
41,610265,Benjamin Banneker Elementary School,60621,ES,No,Weak,36.0,Weak,35.0,Average,58.0,Weak,NDA,NDA,NDA,NDA,NDA,91.30%,26.9,93.90%,NDA,NDA,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
42,610290,Benjamin E Mays Elementary Academy,60621,ES,No,Weak,27.0,Average,55.0,Average,48.0,Weak,41,Weak,37,NDA,NDA,95.50%,0.3,96.60%,NDA,NDA,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
43,610076,Bernhard Moos Elementary School,60647,ES,No,Average,50.0,Average,47.0,Weak,32.0,Weak,34,Weak,31,NDA,NDA,93.00%,45.5,96.30%,NDA,NDA,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
44,610106,Brian Piccolo Elementary Specialty School,60651,ES,No,Weak,27.0,Weak,29.0,Weak,31.0,Weak,NDA,NDA,NDA,NDA,NDA,90.60%,65.8,95.00%,NDA,NDA,23,HUMBOLDT PARK,23,14.8,33.9,17.3,35.4,38.0,13781,85,7.0,23
45,610317,Brighton Park Elementary School,60632,ES,No,Average,55.0,Average,49.0,Average,43.0,Weak,NDA,NDA,NDA,NDA,NDA,96.30%,2.6,95.90%,NDA,NDA,58,BRIGHTON PARK,58,14.4,23.6,13.9,45.1,39.3,13089,84,4.0,58
46,610381,Bronzeville Scholastic Academy High School,60615,HS,No,Average,41.0,Average,42.0,Average,43.0,Weak,32,Very Weak,15,Average,51,92.30%,16.2,95.60%,85.3,73.2,38,GRAND BOULEVARD,38,3.3,29.3,24.3,15.9,39.5,23472,57,2.0,38
47,609821,Burnham Elementary Inclusive Academy,60617,ES,No,Strong,61.0,Very Strong,85.0,Very Strong,99.0,Weak,65,Strong,71,Strong,54,95.50%,29.4,96.90%,NDA,NDA,51,SOUTH DEERING,51,4.0,29.2,16.3,21.0,39.5,14685,65,2.0,51
48,609827,Burnside Elementary Scholastic Academy,60619,ES,No,Average,51.0,Average,58.0,Strong,70.0,Weak,NDA,NDA,NDA,Average,48,94.90%,8.9,94.90%,NDA,NDA,44,CHATHAM,44,3.3,27.8,24.0,14.5,40.3,18881,60,1.0,44
49,610353,Calmeca Academy of Fine Arts and Dual Language,60632,ES,Yes,Average,58.0,Average,59.0,Strong,72.0,Weak,64,Average,55,Average,51,96.50%,1.9,96.90%,NDA,NDA,58,BRIGHTON PARK,58,14.4,23.6,13.9,45.1,39.3,13089,84,4.0,58
50,609729,Carl Schurz High School,60641,HS,No,Average,48.0,Weak,36.0,Weak,29.0,Weak,30,Weak,31,NDA,NDA,81.20%,13.8,96.00%,62.1,40.4,16,IRVING PARK,16,6.3,13.1,10.0,22.4,31.6,27249,34,1.0,16
51,610238,Carrie Jacobs Bond Elementary School,60621,ES,No,Average,54.0,Strong,67.0,Strong,63.0,Weak,39,Weak,32,Average,53,91.70%,18.8,94.30%,NDA,NDA,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
52,609839,Carroll-Rosenwald Specialty Elementary School,60652,ES,No,Weak,35.0,Very Weak,12.0,Very Weak,12.0,Weak,NDA,NDA,NDA,Average,48,94.80%,27.8,95.60%,NDA,NDA,70,ASHBURN,70,4.0,10.4,11.7,17.7,36.9,23482,37,4.0,70
53,610345,Carter G Woodson South Elementary School,60653,ES,No,Weak,26.0,Very Weak,2.0,Very Weak,1.0,Weak,30,Average,41,Weak,44,91.90%,70.5,94.70%,NDA,NDA,38,GRAND BOULEVARD,38,3.3,29.3,24.3,15.9,39.5,23472,57,2.0,38
54,610148,Cesar E Chavez Multicultural Academic Center Elementary School,60609,ES,No,Average,54.0,Strong,63.0,Average,52.0,Weak,57,Average,50,Weak,45,95.10%,11.1,96.10%,NDA,NDA,61,NEW CITY,61,11.9,29.0,23.0,41.5,38.9,12765,91,4.0,61
55,609679,Charles Allen Prosser Career Academy High School,60639,HS,No,Average,59.0,Average,53.0,Average,51.0,Weak,37,Average,44,Weak,46,86.00%,9.7,94.40%,78.7,58,19,BELMONT CRAGIN,19,10.8,18.7,14.6,37.3,37.3,15461,70,1.0,19
56,610005,Charles Evans Hughes Elementary School,60623,ES,No,Average,42.0,Very Strong,82.0,Strong,72.0,Weak,NDA,NDA,NDA,NDA,NDA,94.40%,0.0,94.70%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
57,609879,Charles Gates Dawes Elementary School,60652,ES,No,Average,44.0,Weak,27.0,Weak,30.0,Weak,60,Average,54,Average,50,95.70%,35.6,95.60%,NDA,NDA,70,ASHBURN,70,4.0,10.4,11.7,17.7,36.9,23482,37,4.0,70
58,609966,Charles G Hammond Elementary School,60623,ES,No,Average,40.0,Average,41.0,Average,43.0,Weak,NDA,NDA,NDA,Weak,43,95.30%,8.5,95.20%,NDA,NDA,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
59,609732,Charles P Steinmetz Academic Centre High School,60634,HS,No,Weak,26.0,Weak,29.0,Weak,34.0,Weak,36,Weak,32,NDA,NDA,79.20%,30.4,96.20%,56.7,47,19,BELMONT CRAGIN,19,10.8,18.7,14.6,37.3,37.3,15461,70,1.0,19
60,609875,Charles R Darwin Elementary School,60647,ES,No,Average,58.0,Average,44.0,Weak,34.0,Weak,31,Average,46,Average,49,95.60%,33.8,96.20%,NDA,NDA,22,LOGAN SQUARE,22,3.2,16.8,8.2,14.8,26.2,31908,23,2.0,22
61,609986,Charles R Henderson Elementary School,60636,ES,No,Very Weak,16.0,Weak,32.0,Weak,38.0,Weak,NDA,NDA,NDA,Weak,46,89.20%,80.6,93.60%,NDA,NDA,67,WEST ENGLEWOOD,67,4.8,34.4,35.9,26.3,40.7,11317,89,3.0,67
62,609813,Charles S Brownell Elementary School,60637,ES,No,Weak,20.0,Strong,79.0,Very Strong,82.0,Weak,20,Very Weak,19,Average,48,92.80%,14.1,95.50%,NDA,NDA,69,GREATER GRAND CROSSING,69,3.6,29.6,23.0,16.5,41.0,17285,66,4.0,69
63,609883,Charles S Deneen Elementary School,60619,ES,No,Average,55.0,Average,49.0,Average,51.0,Weak,15,Average,49,NDA,NDA,93.80%,39.5,97.10%,NDA,NDA,69,GREATER GRAND CROSSING,69,3.6,29.6,23.0,16.5,41.0,17285,66,4.0,69
64,610194,Charles Sumner  Math & Science Community Acad Elementary School,60624,ES,No,Average,41.0,Average,44.0,Average,48.0,Weak,30,Weak,34,Average,48,93.90%,12.3,96.90%,NDA,NDA,26,WEST GARFIELD PARK,26,9.4,41.7,25.8,24.5,43.6,10934,92,4.0,26
65,609897,Charles W Earle Elementary School,60636,ES,No,Weak,24.0,Strong,62.0,Strong,71.0,Weak,NDA,NDA,NDA,Average,53,93.80%,16.9,94.60%,NDA,NDA,67,WEST ENGLEWOOD,67,4.8,34.4,35.9,26.3,40.7,11317,89,3.0,67
66,609754,Chicago Military Academy High School,60653,HS,No,Weak,32.0,Weak,23.0,Weak,35.0,Weak,NDA,NDA,NDA,NDA,NDA,90.30%,28.2,95.60%,83.6,69.3,35,DOUGLAS,35,1.8,29.6,18.2,14.3,30.7,23791,47,3.0,35
67,609705,Christian Fenger Academy High School,60628,HS,No,Weak,36.0,Average,41.0,Weak,32.0,Weak,46,Average,42,NDA,NDA,74.40%,49.8,95.40%,34.8,36.7,49,ROSELAND,49,2.5,19.8,20.3,16.9,41.2,17949,52,2.0,49
68,609863,Christopher Columbus Elementary School,60622,ES,No,Strong,66.0,Average,57.0,Average,55.0,Weak,NDA,NDA,NDA,Strong,54,95.50%,2.4,96.90%,NDA,NDA,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
69,609790,Clara Barton Elementary School,60620,ES,No,Weak,25.0,Weak,28.0,Weak,34.0,Weak,77,Average,59,Average,51,91.70%,25.3,96.40%,NDA,NDA,71,AUBURN GRESHAM,71,4.0,27.6,28.3,18.5,41.9,15528,74,3.0,71
70,610347,Claremont Academy Elementary School,60636,ES,No,Weak,36.0,Average,50.0,Average,51.0,Weak,62,Average,59,Weak,46,92.50%,64.2,96.20%,NDA,NDA,66,CHICAGO LAWN,66,7.6,27.9,17.1,31.2,40.6,13231,80,6.0,66
71,610499,Collins Academy High School,60623,HS,No,Strong,60.0,Average,51.0,Average,46.0,Weak,47,Average,48,Strong,54,91.40%,2.9,96.60%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
72,610170,Columbia Explorers Elementary Academy,60632,ES,No,Average,59.0,Average,59.0,Strong,63.0,Weak,65,Strong,72,Average,52,95.40%,8.9,97.10%,NDA,NDA,58,BRIGHTON PARK,58,14.4,23.6,13.9,45.1,39.3,13089,84,4.0,58
73,610004,Countee Cullen Elementary School,60628,ES,No,Very Weak,14.0,Weak,28.0,Weak,34.0,Weak,NDA,NDA,NDA,NDA,NDA,94.10%,36.9,96.30%,NDA,NDA,49,ROSELAND,49,2.5,19.8,20.3,16.9,41.2,17949,52,2.0,49
74,609781,Crispus Attucks Elementary School,60609,ES,No,Average,45.0,Strong,64.0,Average,57.0,Weak,81,Very Strong,85,NDA,NDA,95.20%,12.5,93.50%,NDA,NDA,38,GRAND BOULEVARD,38,3.3,29.3,24.3,15.9,39.5,23472,57,2.0,38
75,609873,Crown Community Academy of Fine Arts Center Elementary School,60623,ES,No,Weak,27.0,Average,51.0,Average,52.0,Weak,45,Weak,31,Average,49,92.50%,100.5,96.70%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
76,610063,Cyrus H McCormick Elementary School,60623,ES,Yes,NDA,,NDA,,NDA,,Weak,61,Average,54,Average,52,95.90%,4.7,95.90%,NDA,NDA,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
77,609804,Daniel Boone Elementary School,60645,ES,No,Average,52.0,Average,47.0,Average,48.0,Weak,45,Average,53,Average,50,95.50%,10.5,95.40%,NDA,NDA,2,WEST RIDGE,2,7.8,17.2,8.8,20.8,38.5,23040,46,2.0,2
78,610380,Daniel Hale Williams Prep School of Medicine,60615,HS,No,Average,50.0,Average,45.0,Average,54.0,Weak,NDA,NDA,NDA,NDA,NDA,91.30%,5.4,96.70%,NDA,NDA,38,GRAND BOULEVARD,38,3.3,29.3,24.3,15.9,39.5,23472,57,2.0,38
79,609870,Daniel J Corkery Elementary School,60623,ES,No,Weak,39.0,Weak,31.0,Weak,29.0,Weak,NDA,NDA,NDA,NDA,NDA,94.70%,18.1,97.20%,NDA,NDA,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
80,609835,Daniel R Cameron Elementary School,60651,ES,No,Average,42.0,Average,49.0,Average,50.0,Weak,NDA,NDA,NDA,Weak,46,92.60%,153.9,96.20%,NDA,NDA,23,HUMBOLDT PARK,23,14.8,33.9,17.3,35.4,38.0,13781,85,7.0,23
81,610223,Daniel S Wentworth Elementary School,60621,ES,No,Weak,30.0,Weak,34.0,Weak,36.0,Weak,31,Weak,32,NDA,NDA,91.60%,73.8,95.90%,NDA,NDA,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
82,610221,Daniel Webster Elementary School,60624,ES,No,Average,48.0,Very Strong,81.0,Strong,66.0,Weak,46,Average,44,Weak,45,94.80%,5.7,97.20%,NDA,NDA,26,WEST GARFIELD PARK,26,9.4,41.7,25.8,24.5,43.6,10934,92,4.0,26
83,609704,David G Farragut Career Academy High School,60623,HS,No,Average,43.0,Average,42.0,Weak,32.0,Weak,NDA,NDA,NDA,NDA,NDA,86.10%,18.6,95.20%,43.2,31.3,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
84,610402,DeVry University Advantage Academy High School,60618,HS,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Strong,58,96.70%,0.0,94.50%,NDA,63.3,5,NORTH CENTER,5,0.3,7.5,5.2,4.5,26.2,57123,6,2.0,5
85,609885,Dewey Elementary Academy of Fine Arts,60609,ES,No,Average,41.0,Average,42.0,Weak,35.0,Weak,NDA,NDA,NDA,Average,52,90.70%,26.3,95.50%,NDA,NDA,61,NEW CITY,61,11.9,29.0,23.0,41.5,38.9,12765,91,4.0,61
86,610297,High School of Leadership at South Shore,60649,HS,No,NDA,,NDA,,NDA,,Weak,16,Weak,28,Weak,42,72.00%,43.4,95.20%,36.6,68.8,43,SOUTH SHORE,43,2.8,31.1,20.0,14.0,35.7,19398,55,2.0,43
87,610515,Disney II Magnet School,60641,ES,No,NDA,,NDA,,NDA,,Weak,75,Average,53,Strong,62,97.30%,0.0,96.50%,NDA,NDA,16,IRVING PARK,16,6.3,13.1,10.0,22.4,31.6,27249,34,1.0,16
88,610077,Donald Morrill Math & Science Elementary School,60629,ES,No,Weak,28.0,Weak,32.0,Weak,39.0,Weak,35,Weak,32,Weak,44,93.40%,19.6,94.80%,NDA,NDA,66,CHICAGO LAWN,66,7.6,27.9,17.1,31.2,40.6,13231,80,6.0,66
89,610533,Dr Jorge Prieto Math and Science,60639,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Average,52,94.70%,7.0,96.90%,NDA,NDA,19,BELMONT CRAGIN,19,10.8,18.7,14.6,37.3,37.3,15461,70,1.0,19
90,610266,Dumas Technology Academy,60637,ES,No,Very Weak,19.0,Weak,25.0,Average,49.0,Weak,NDA,NDA,NDA,Average,48,92.50%,38.4,95.60%,NDA,NDA,42,WOODLAWN,42,2.9,30.7,23.4,16.5,36.1,18672,58,4.0,42
91,610188,Dunne Technology Academy,60628,ES,No,Average,46.0,Strong,65.0,Strong,71.0,Weak,51,Average,59,Average,49,94.60%,22.8,96.40%,NDA,NDA,49,ROSELAND,49,2.5,19.8,20.3,16.9,41.2,17949,52,2.0,49
92,610352,Durkin Park Elementary School,60652,ES,No,Strong,61.0,Average,57.0,Average,58.0,Weak,88,Strong,74,Average,53,95.40%,0.7,95.80%,NDA,NDA,70,ASHBURN,70,4.0,10.4,11.7,17.7,36.9,23482,37,4.0,70
93,610254,Dvorak Technology Academy,60623,ES,No,Average,46.0,Strong,66.0,Strong,69.0,Weak,4,Very Weak,13,NDA,NDA,94.20%,4.4,95.40%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
94,609815,Edward A Bouchet Math & Science Academy Elementary School,60649,ES,No,Weak,33.0,Average,55.0,Average,50.0,Weak,53,Average,58,Average,50,92.90%,28.0,95.90%,NDA,NDA,43,SOUTH SHORE,43,2.8,31.1,20.0,14.0,35.7,19398,55,2.0,43
95,609881,Edward C Delano Elementary School,60624,ES,No,Weak,38.0,Strong,66.0,Average,52.0,Weak,63,Strong,79,Strong,55,93.40%,20.3,94.70%,NDA,NDA,26,WEST GARFIELD PARK,26,9.4,41.7,25.8,24.5,43.6,10934,92,4.0,26
96,609862,Edward Coles Elementary Language Academy,60617,ES,No,Weak,22.0,Average,40.0,Average,54.0,Weak,52,Average,53,Average,50,95.10%,24.9,95.00%,NDA,NDA,46,SOUTH CHICAGO,46,4.7,29.8,19.7,26.6,41.1,16579,75,3.0,46
97,609909,Edward Everett Elementary School,60608,ES,No,NDA,,NDA,,NDA,,Weak,47,Average,45,NDA,NDA,95.30%,2.4,97.70%,NDA,NDA,59,MCKINLEY PARK,59,7.2,18.7,13.4,32.9,35.6,16954,61,1.0,59
